Type4,5,20,6,,,,,,
0,,,,,,,,,
1,,,,,,,,,
0,,,,,,,,,
0.51,0.43,0.37,0.2,0.27,0.23,0.2,0.17,0.15,0.13
10,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.52,0.44,0.38,0.33,0.28,0.25,0.22,0.19,0.16,0.14
30,,,,,,,,,
0.53,0.46,0.4,0.36,0.31,0.27,0.24,0.21,0.16,0.17
50,,,,,,,,,
0.55,0.48,0.43,0.39,0.34,0.31,0.28,0.25,0.22,0.2
30,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.54,0.45,0.39,0.33,0.28,0.25,0.22,0.19,0.16,0.14
30,,,,,,,,,
0.55,0.48,0.41,0.36,0.31,0.28,0.25,0.22,0.19,0.17
50,,,,,,,,,
0.57,0.5,0.44,0.4,0.35,0.32,0.29,0.26,0.23,0.21
50,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.56,0.46,0.39,0.34,0.29,0.25,0.22,0.19,0.16,0.14
30,,,,,,,,,
0.57,0.49,0.42,0.37,0.32,0.28,0.25,0.22,0.19,0.17
50,,,,,,,,,
0.59,0.52,0.46,0.41,0.36,0.33,0.3,0.27,0.24,0.22
70,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.57,0.47,0.4,0.34,0.29,0.25,0.22,0.19,0.16,0.14
30,,,,,,,,,
0.59,0.5,0.43,0.38,0.33,0.29,0.26,0.22,0.2,0.18
50,,,,,,,,,
0.62,0.54,0.48,0.43,0.38,0.34,0.3,0.27,0.25,0.22
80,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.58,0.48,0.4,0.35,0.29,0.25,0.22,0.19,0.16,0.14
30,,,,,,,,,
0.6,0.51,0.44,0.38,0.33,0.29,0.26,0.22,0.2,0.18
50,,,,,,,,,
0.63,0.55,0.49,0.44,0.38,0.34,0.31,0.28,0.25,0.23
