GE-IND293,5,20,6,,,,,,,
0,,,,,,,,,,
1,,,,,,,,,,
0,,,,,,,,,,
100,86,74,64,56,49,44,40,36,33,30
10,,,,,,,,,,
3,,,,,,,,,,
10,,,,,,,,,,
102,88,76,66,58,51,46,41,38,34,31
30,,,,,,,,,,
102,90,79,70,62,56,50,46,42,38,35
50,,,,,,,,,,
102,92,82,74,67,61,56,51,47,44,41
30,,,,,,,,,,
3,,,,,,,,,,
10,,,,,,,,,,
106,91,78,67,59,52,46,42,38,34,32
30,,,,,,,,,,
106,93,81,71,63,57,51,46,42,39,36
50,,,,,,,,,,
106,95,85,76,69,63,57,53,49,45,42
50,,,,,,,,,,
3,,,,,,,,,,
10,,,,,,,,,,
111,94,80,68,60,53,47,42,38,35,32
30,,,,,,,,,,
111,96,84,73,65,58,52,47,43,39,36
50,,,,,,,,,,
111,99,88,79,71,65,59,54,50,46,43
70,,,,,,,,,,
4,,,,,,,,,,
10,,,,,,,,,,
116,97,81,70,60,53,47,42,38,35,32
30,,,,,,,,,,
116,100,86,75,66,59,53,48,43,40,37
50,,,,,,,,,,
116,103,92,82,74,67,61,56,51,47,44
70,,,,,,,,,,
116,107,99,91,84,78,72,67,63,59,56
80,,,,,,,,,,
4,,,,,,,,,,
10,,,,,,,,,,
119,98,82,70,61,53,47,42,38,35,32
30,,,,,,,,,,
119,102,88,76,67,60,53,48,44,40,37
50,,,,,,,,,,
119,106,94,84,75,68,62,56,52,48,44
70,,,,,,,,,,
119,110,101,93,86,80,74,69,64,60,57
