GE-RX-IND191,3,20,6,,,,,,,
0,,,,,,,,,,
1,,,,,,,,,,
0,,,,,,,,,,
100,88,76,67,59,52,46,41,37,34,31
10,,,,,,,,,,
3,,,,,,,,,,
10,,,,,,,,,,
102,90,78,69,61,54,48,43,39,36,33
30,,,,,,,,,,
102,91,81,72,64,58,52,47,43,40,37
50,,,,,,,,,,
102,93,84,76,69,63,58,53,49,45,42
30,,,,,,,,,,
3,,,,,,,,,,
10,,,,,,,,,,
106,93,80,70,61,54,48,43,39,36,33
30,,,,,,,,,,
106,95,83,74,66,59,53,48,44,40,37
50,,,,,,,,,,
106,97,87,78,71,65,59,54,50,46,43
50,,,,,,,,,,
3,,,,,,,,,,
10,,,,,,,,,,
111,96,82,71,62,55,49,44,40,36,33
30,,,,,,,,,,
111,98,86,76,67,60,54,49,44,41,37
50,,,,,,,,,,
111,100,90,81,73,67,61,56,51,47,44
70,,,,,,,,,,
4,,,,,,,,,,
10,,,,,,,,,,
116,99,84,72,63,55,49,44,40,36,33
30,,,,,,,,,,
116,101,88,78,69,61,5,49,45,41,38
50,,,,,,,,,,
116,105,94,84,76,69,62,57,52,48,45
70,,,,,,,,,,
116,108,100,92,85,79,74,69,64,60,56
80,,,,,,,,,,
4,,,,,,,,,,
10,,,,,,,,,,
119,100,85,73,63,56,49,44,40,36,33
30,,,,,,,,,,
119,103,90,79,69,62,55,50,45,41,38
50,,,,,,,,,,
119,107,95,86,77,70,63,58,53,49,45
70,,,,,,,,,,
119,111,102,95,87,81,75,70,66,61,58
