Type13,4,20,6,,,,,,
0,,,,,,,,,
1,,,,,,,,,
0,,,,,,,,,
0.43,41,0.39,0.37,0.36,0.34,0.33,0.32,0.3,0.29
10,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.44,0.41,0.4,0.38,0.36,0.35,0.34,0.32,0.31,0.29
30,,,,,,,,,
0.44,0.42,0.4,0.39,0.37,0.36,0.35,0.33,0.32,0.3
50,,,,,,,,,
0.44,0.43,0.41,0.4,0.38,0.37,0.36,0.35,0.33,0.32
30,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.45,0.42,0.4,0.38,0.36,0.35,0.34,0.32,0.31,0.29
30,,,,,,,,,
0.42,0.43,0.41,0.39,0.38,0.36,0.35,0.34,0.32,0.3
50,,,,,,,,,
0.46,0.44,0.42,0.41,0.39,0.38,0.37,0.35,0.34,0.32
50,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.46,0.43,0.41,0.39,0.37,0.35,0.34,0.33,0.33,0.29
30,,,,,,,,,
0.47,0.44,0.42,0.4,0.38,0.37,0.35,0.34,0.32,0.3
50,,,,,,,,,
0.48,0.45,0.44,0.41,0.4,0.38,0.37,0.36,0.34,0.32
70,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.48,0.44,0.42,0.39,0.37,0.36,0.34,0.33,0.31,0.29
30,,,,,,,,,
0.49,0.45,0.43,0.4,0.38,0.37,0.36,0.34,0.32,0.31
50,,,,,,,,,
0.49,0.47,0.45,0.42,0.4,0.39,0.8,0.36,0.34,0.33
80,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.49,0.45,0.42,0.39,0.37,0.36,0.34,0.33,0.31,0.29
30,,,,,,,,,
0.49,0.46,0.3,0.41,0.39,0.37,0.36,0.34,0.32,0.31
50,,,,,,,,,
0.5,0.8,0.45,0.43,0.41,0.39,0.38,0.36,0.35,0.33
