Type12,5,20,6,,,,,,
0,,,,,,,,,
1,,,,,,,,,
0,,,,,,,,,
0.63,0.57,0.51,0.47,0.42,0.39,0.35,0.32,0.28,0.26
10,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.64,0.58,0.52,0.48,0.43,0.4,0.36,0.33,0.3,0.27
30,,,,,,,,,
0.65,0.59,0.55,0.5,0.46,0.42,0.39,0.36,0.32,0.29
50,,,,,,,,,
0.66,0.61,0.57,0.53,0.49,0.45,0.42,0.39,0.36,0.33
30,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.66,0.59,0.52,0.48,0.44,0.4,0.37,0.33,0.3,0.27
30,,,,,,,,,
0.67,0.61,0.56,0.51,0.46,0.43,0.39,0.36,0.32,0.3
50,,,,,,,,,
0.68,0.63,0.58,0.54,0.5,0.46,0.43,0.4,0.36,0.34
50,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.68,0.6,0.53,0.49,0.44,0.4,0.37,0.33,0.3,0.27
30,,,,,,,,,
0.69,0.62,0.57,0.52,0.47,0.43,0.4,0.36,0.33,0.3
50,,,,,,,,,
0.7,0.65,0.6,0.55,0.51,0.47,0.44,0.4,0.37,0.34
70,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.7,0.62,0.54,0.5,0.45,0.41,0.37,0.34,0.3,0.27
30,,,,,,,,,
0.71,0.64,0.58,0.53,0.48,0.44,0.4,0.37,0.33,0.3
50,,,,,,,,,
0.73,0.67,0.62,0.57,0.52,0.49,0.45,0.41,0.38,0.35
80,,,,,,,,,
3,,,,,,,,,
10,,,,,,,,,
0.71,0.62,0.55,0.5,0.45,0.41,0.37,0.34,0.3,0.27
30,,,,,,,,,
0.73,0.65,0.59,0.53,0.48,0.44,0.4,0.37,0.33,0.3
50,,,,,,,,,
0.75,0.68,0.63,0.58,0.53,0.49,0.45,0.42,0.38,0.35
